ID	did	seurat_cluster	kmeans_cluster	labels
Cell4284	1	11	1	4
Cell4285	1	3	5	2
Cell4286	1	11	1	4
Cell4287	1	6	1	4
Cell4288	1	10	1	8
Cell4289	1	10	1	8
Cell4290	1	13	6	5
Cell4292	1	2	4	6
Cell4293	1	4	6	5
Cell4294	1	10	1	8
Cell4295	1	5	2	3
Cell4296	1	3	7	2
Cell4297	1	3	7	2
Cell4298	1	7	1	8
Cell4299	1	5	2	3
Cell4300	1	13	6	5
Cell4302	1	3	7	2
Cell4303	1	7	1	8
Cell4304	1	4	6	5
Cell4305	1	13	6	5
Cell4307	1	7	1	8
Cell4308	1	6	1	4
Cell4310	1	4	6	5
Cell4311	1	2	8	6
Cell4312	1	13	6	5
Cell4313	1	4	6	5
Cell4314	1	4	6	5
Cell4315	1	4	6	5
Cell4316	1	11	1	4
Cell4317	1	2	4	6
Cell4318	1	11	1	4
Cell4319	1	13	6	5
Cell4320	1	2	8	6
Cell4321	1	12	2	3
Cell4322	1	6	1	4
Cell4323	1	10	1	8
Cell4324	1	2	8	6
Cell4326	1	3	5	2
Cell4327	1	1	3	7
Cell4328	1	13	6	5
Cell4329	1	6	1	4
Cell4330	1	4	6	5
Cell4331	1	4	6	5
Cell4332	1	10	1	8
Cell4333	1	12	2	3
Cell4334	1	2	4	6
Cell4335	1	6	1	4
Cell4336	1	3	7	2
Cell4337	1	11	1	4
Cell4338	1	11	1	4
Cell4339	1	3	7	2
Cell4340	1	7	1	8
Cell4341	1	9	6	1
Cell4342	1	10	1	8
Cell4343	1	6	1	4
Cell4344	1	1	3	7
Cell4345	1	3	7	2
Cell4346	1	2	4	6
Cell4347	1	8	6	1
Cell4348	1	10	1	8
Cell4349	1	5	2	3
Cell4350	1	1	3	7
Cell4351	1	8	6	1
Cell4352	1	1	3	7
Cell4353	1	12	2	3
Cell4354	1	2	4	6
Cell4355	1	9	6	1
Cell4356	1	5	2	3
Cell4357	1	2	4	6
Cell4358	1	3	5	2
Cell4359	1	2	4	6
Cell4360	1	3	7	2
Cell4361	1	11	1	4
Cell4362	1	2	8	6
Cell4363	1	4	6	5
Cell4364	1	6	1	4
Cell4365	1	3	7	2
Cell4366	1	4	6	5
Cell4367	1	7	1	8
Cell4368	1	6	1	4
Cell4369	1	10	1	8
Cell4370	1	8	6	1
Cell4371	1	9	6	1
Cell4372	1	6	1	4
Cell4373	1	6	1	4
Cell4374	1	12	2	3
Cell4375	1	12	2	3
Cell4376	1	2	4	6
Cell4377	1	3	5	2
Cell4378	1	1	3	7
Cell4379	1	5	2	3
Cell4380	1	8	6	1
Cell4381	1	4	6	5
Cell4382	1	8	6	1
Cell4383	1	3	7	2
Cell4384	1	7	1	8
Cell4385	1	9	6	1
Cell4386	1	7	1	8
Cell4387	1	2	8	6
Cell4388	1	7	1	8
Cell4389	1	11	1	4
Cell4390	1	2	4	6
Cell4391	1	5	2	3
Cell4392	1	9	6	1
Cell4393	1	8	6	1
Cell4394	1	2	4	6
Cell4395	1	1	3	7
Cell4397	1	10	1	8
Cell4398	1	5	2	3
Cell4399	1	3	5	2
Cell4400	1	3	5	2
Cell4401	1	2	4	6
Cell4402	1	12	2	3
Cell4403	1	11	1	4
Cell4404	1	1	3	7
Cell4405	1	1	3	7
Cell4406	1	6	1	4
Cell4407	1	12	2	3
Cell4409	1	2	8	6
Cell4411	1	4	6	5
Cell4412	1	11	1	4
Cell4413	1	3	7	2
Cell4414	1	12	2	3
Cell4415	1	5	2	3
Cell4416	1	4	6	5
Cell4417	1	4	6	5
Cell4418	1	9	6	1
Cell4419	1	8	6	1
Cell4420	1	8	6	1
Cell4421	1	6	1	4
Cell4422	1	1	3	7
Cell4423	1	7	1	8
Cell4424	1	4	6	5
Cell4425	1	2	8	6
Cell4426	1	13	6	5
Cell4427	1	9	6	1
Cell4428	1	11	1	4
Cell4429	1	10	1	8
Cell4430	1	7	1	8
Cell4431	1	10	1	8
Cell4432	1	4	6	5
Cell4433	1	6	1	4
Cell4434	1	12	2	3
Cell4435	1	3	7	2
Cell4436	1	9	6	1
Cell4437	1	9	6	1
Cell4438	1	4	6	5
Cell4439	1	12	2	3
Cell4440	1	4	6	5
Cell4441	1	8	6	1
Cell4442	1	7	1	8
Cell4443	1	1	3	7
Cell4444	1	3	7	2
Cell4445	1	10	1	8
Cell4446	1	3	5	2
Cell4447	1	9	6	1
Cell4448	1	9	6	1
Cell4449	1	2	4	6
Cell4450	1	8	6	1
Cell4451	1	11	1	4
Cell4452	1	1	3	7
Cell4453	1	7	1	8
Cell4454	1	6	1	4
Cell4455	1	10	1	8
Cell4456	1	7	1	8
Cell4457	1	3	7	2
Cell4458	1	11	1	4
Cell4459	1	8	6	1
Cell4460	1	2	8	6
Cell4461	1	3	7	2
Cell4462	1	8	6	1
Cell4463	1	2	8	6
Cell4464	1	2	4	6
Cell4465	1	11	1	4
Cell4466	1	9	6	1
Cell4467	1	7	1	8
Cell4468	1	7	1	8
Cell4470	1	12	2	3
Cell4471	1	10	1	8
Cell4472	1	7	1	8
Cell4473	1	5	2	3
Cell4474	1	12	2	3
Cell4475	1	5	2	3
Cell4476	1	1	3	7
Cell4477	1	2	8	6
Cell4478	1	9	6	1
Cell4479	1	5	2	3
Cell4480	1	10	1	8
Cell4481	1	2	8	6
Cell4482	1	11	1	4
Cell4483	1	7	1	8
Cell4484	1	4	6	5
Cell4485	1	12	2	3
Cell4486	1	1	3	7
Cell4487	1	3	7	2
Cell4488	1	12	2	3
Cell4489	1	2	8	6
Cell4490	1	2	8	6
Cell4491	1	11	1	4
Cell4492	1	9	6	1
Cell4493	1	5	2	3
Cell4494	1	6	1	4
Cell4496	1	3	7	2
Cell4497	1	2	8	6
Cell4498	1	1	3	7
Cell4499	1	2	4	6
Cell4500	1	7	1	8
Cell4501	1	9	6	1
Cell4502	1	6	1	4
Cell4503	1	2	8	6
Cell4504	1	1	3	7
Cell4505	1	7	1	8
Cell4506	1	13	6	5
Cell4507	1	4	6	5
Cell4508	1	12	2	3
Cell4509	1	9	6	1
Cell4510	1	11	1	4
Cell4511	1	4	6	5
Cell4512	1	3	7	2
Cell4513	1	4	6	5
Cell4514	1	9	6	1
Cell4515	1	13	6	5
Cell4516	1	7	1	8
Cell4517	1	3	7	2
Cell4518	1	9	6	1
Cell4519	1	3	5	2
Cell4520	1	3	5	2
Cell4521	1	2	8	6
Cell4522	1	12	2	3
Cell4523	1	1	3	7
Cell4524	1	9	6	1
Cell4525	1	2	4	6
Cell4526	1	5	2	3
Cell4527	1	3	5	2
Cell4529	1	1	3	7
Cell4530	1	10	1	8
Cell4531	1	3	5	2
Cell4532	1	2	4	6
Cell4533	1	6	1	4
Cell4534	1	10	1	8
Cell4535	1	6	1	4
Cell4536	1	2	4	6
Cell4537	1	7	1	8
Cell4538	1	12	2	3
Cell4539	1	13	6	5
Cell4540	1	3	7	2
Cell4541	1	5	2	3
Cell4542	1	5	2	3
Cell4543	1	2	4	6
Cell4544	1	10	1	8
Cell4546	1	8	6	1
Cell4547	1	6	1	4
Cell4548	1	13	6	5
Cell4549	1	6	1	4
Cell4550	1	1	3	7
Cell4551	1	2	8	6
Cell4552	1	4	6	5
Cell4553	1	6	1	4
Cell4554	1	6	1	4
Cell4555	1	1	3	7
Cell4556	1	6	1	4
Cell4557	1	1	3	7
Cell4558	1	5	2	3
Cell4559	1	8	6	1
Cell4560	1	3	7	2
Cell4561	1	12	2	3
Cell4562	1	1	3	7
Cell4563	1	1	3	7
Cell4564	1	6	1	4
Cell4565	1	1	3	7
Cell4566	1	10	1	8
Cell4567	1	2	4	6
Cell4568	1	9	6	1
Cell4569	1	9	6	1
Cell4570	1	3	5	2
Cell4571	1	4	6	5
Cell4572	1	3	5	2
Cell4573	1	1	3	7
Cell4574	1	2	8	6
Cell4575	1	3	5	2
Cell4576	1	12	2	3
Cell4577	1	1	3	7
Cell4578	1	10	1	8
Cell4579	1	2	4	6
Cell4580	1	7	1	8
Cell4581	1	3	7	2
Cell4582	1	5	2	3
Cell4583	1	13	6	5
Cell4585	1	8	6	1
Cell4586	1	13	6	5
Cell4587	1	3	5	2
Cell4588	1	10	1	8
Cell4589	1	11	1	4
Cell4590	1	6	1	4
Cell4591	1	7	1	8
Cell4592	1	4	6	5
Cell4593	1	7	1	8
Cell4594	1	5	2	3
Cell4595	1	13	6	5
Cell4596	1	11	1	4
Cell4597	1	4	6	5
Cell4598	1	5	2	3
Cell4599	1	10	1	8
Cell4600	1	3	7	2
Cell4601	1	11	1	4
Cell4602	1	2	8	6
Cell4603	1	5	2	3
Cell4604	1	9	6	1
Cell4605	1	10	1	8
Cell4606	1	3	7	2
Cell4607	1	11	1	4
Cell4608	1	4	6	5
Cell4609	1	8	6	1
Cell4610	1	2	8	6
Cell4611	1	3	5	2
Cell4612	1	7	1	8
Cell4613	1	6	1	4
Cell4614	1	7	1	8
Cell4615	1	13	6	5
Cell4616	1	4	6	5
Cell4617	1	6	1	4
Cell4618	1	6	1	4
Cell4620	1	12	2	3
Cell4621	1	10	1	8
Cell4622	1	11	1	4
Cell4623	1	3	5	2
Cell4624	1	4	6	5
Cell4625	1	3	7	2
Cell4626	1	7	1	8
Cell4627	1	5	2	3
Cell4628	1	13	6	5
Cell4629	1	1	3	7
Cell4630	1	10	1	8
Cell4631	1	9	6	1
Cell4632	1	5	2	3
Cell4633	1	11	1	4
Cell4634	1	7	1	8
Cell4635	1	3	7	2
Cell4636	1	4	6	5
Cell4637	1	11	1	4
Cell4638	1	1	3	7
Cell4639	1	7	1	8
Cell4640	1	1	3	7
Cell4641	1	8	6	1
Cell4642	1	3	7	2
Cell4643	1	3	7	2
Cell4644	1	1	3	7
Cell4645	1	11	1	4
Cell4646	1	13	6	5
Cell4647	1	2	8	6
Cell4648	1	3	7	2
Cell4649	1	4	6	5
Cell4650	1	7	1	8
Cell4651	1	1	3	7
Cell4652	1	13	6	5
Cell4653	1	2	4	6
Cell4654	1	1	3	7
Cell4655	1	2	8	6
Cell4656	1	3	7	2
Cell4657	1	1	3	7
Cell4658	1	2	4	6
Cell4659	1	6	1	4
Cell4660	1	8	6	1
Cell4662	1	13	6	5
Cell4663	1	12	2	3
Cell4664	1	12	2	3
Cell4665	1	3	7	2
Cell4666	1	10	1	8
Cell4667	1	5	2	3
Cell4668	1	6	1	4
Cell4669	1	3	5	2
Cell4670	1	11	1	4
Cell4671	1	3	7	2
Cell4672	1	11	1	4
Cell4673	1	7	1	8
Cell4674	1	9	6	1
Cell4675	1	6	1	4
Cell4676	1	4	6	5
Cell4677	1	10	1	8
Cell4678	1	3	7	2
Cell4679	1	5	2	3
Cell4680	1	5	2	3
Cell4683	1	3	7	2
Cell4684	1	4	6	5
Cell4685	1	1	3	7
Cell4686	1	4	6	5
Cell4687	1	2	8	6
Cell4688	1	7	1	8
Cell4689	1	5	2	3
Cell4690	1	9	6	1
Cell4691	1	6	1	4
Cell4692	1	3	5	2
Cell4693	1	2	8	6
Cell4694	1	11	1	4
Cell4695	1	1	3	7
Cell4696	1	2	8	6
Cell4697	1	7	1	8
Cell4698	1	7	1	8
Cell4699	1	1	3	7
Cell4700	1	3	5	2
Cell4701	1	5	2	3
Cell4702	1	5	2	3
Cell4704	1	10	1	8
Cell4705	1	12	2	3
Cell4707	1	1	3	7
Cell4708	1	8	6	1
Cell4709	1	5	2	3
Cell4710	1	3	5	2
Cell4711	1	5	2	3
Cell4712	1	4	6	5
Cell4713	1	4	6	5
Cell4714	1	12	2	3
Cell4715	1	7	1	8
Cell4716	1	2	8	6
Cell4717	1	13	6	5
Cell4718	1	7	1	8
Cell4719	1	6	1	4
Cell4720	1	4	6	5
Cell4721	1	12	2	3
Cell4722	1	2	8	6
Cell4723	1	4	6	5
Cell4724	1	7	1	8
Cell4725	1	1	3	7
Cell4726	1	9	6	1
Cell4727	1	1	3	7
Cell4728	1	2	8	6
Cell4729	1	2	4	6
Cell4730	1	12	2	3
Cell4731	1	1	3	7
Cell4732	1	6	1	4
Cell4733	1	5	2	3
Cell4734	1	10	1	8
Cell4735	1	11	1	4
Cell4736	1	3	5	2
Cell4737	1	8	6	1
Cell4738	1	7	1	8
Cell4739	1	4	6	5
Cell4740	1	7	1	8
Cell4741	1	9	6	1
Cell4742	1	4	6	5
Cell4743	1	3	7	2
Cell4744	1	3	5	2
Cell4745	1	10	1	8
Cell4746	1	3	7	2
Cell4747	1	8	6	1
Cell4748	1	6	1	4
Cell4749	1	1	3	7
Cell4750	1	11	1	4
Cell4751	1	10	1	8
Cell4752	1	10	1	8
Cell4753	1	13	6	5
Cell4754	1	1	3	7
Cell4755	1	7	1	8
Cell4756	1	5	2	3
Cell4757	1	3	5	2
Cell4758	1	3	7	2
Cell4759	1	13	6	5
Cell4760	1	1	3	7
Cell4761	1	12	2	3
Cell4762	1	9	6	1
Cell4763	1	11	1	4
Cell4764	1	9	6	1
Cell4765	1	12	2	3
Cell4766	1	6	1	4
Cell4767	1	3	5	2
Cell4769	1	10	1	8
Cell4770	1	2	8	6
Cell4771	1	5	2	3
Cell4772	1	6	1	4
Cell4773	1	6	1	4
Cell4774	1	4	6	5
Cell4775	1	2	8	6
Cell4776	1	2	8	6
Cell4777	1	4	6	5
Cell4778	1	3	5	2
Cell4779	1	7	1	8
Cell4780	1	5	2	3
Cell4781	1	8	6	1
Cell4782	1	4	6	5
Cell4783	1	5	2	3
Cell4784	1	7	1	8
Cell4785	1	6	1	4
Cell4786	1	10	1	8
Cell4787	1	8	6	1
Cell4788	1	1	3	7
Cell4789	1	1	3	7
Cell4790	1	8	6	1
Cell4791	1	2	4	6
Cell4792	1	9	6	1
Cell4793	1	2	4	6
Cell4794	1	4	6	5
Cell4795	1	6	1	4
Cell4796	1	10	1	8
Cell4797	1	2	4	6
Cell4798	1	12	2	3
Cell4799	1	12	2	3
Cell4800	1	11	1	4
Cell4801	1	9	6	1
Cell4802	1	5	2	3
Cell4803	1	8	6	1
Cell4804	1	8	6	1
Cell4805	1	8	6	1
Cell4806	1	8	6	1
Cell4807	1	8	6	1
Cell4808	1	4	6	5
Cell4809	1	7	1	8
Cell4810	1	4	6	5
Cell4811	1	8	6	1
Cell4812	1	2	4	6
Cell4813	1	6	1	4
Cell4814	1	3	7	2
Cell4815	1	3	5	2
Cell4816	1	2	8	6
Cell4817	1	3	5	2
Cell4818	1	7	1	8
Cell4819	1	4	6	5
Cell4820	1	7	1	8
Cell4821	1	8	6	1
Cell4822	1	3	5	2
Cell4823	1	7	1	8
Cell4824	1	1	3	7
Cell4825	1	1	3	7
Cell4826	1	3	7	2
Cell4827	1	11	1	4
Cell4828	1	7	1	8
Cell4829	1	12	2	3
Cell4830	1	1	3	7
Cell4831	1	1	3	7
Cell4832	1	3	5	2
Cell4833	1	1	3	7
Cell4834	1	11	1	4
Cell4835	1	5	2	3
Cell4836	1	8	6	1
Cell4837	1	9	6	1
Cell4838	1	12	2	3
Cell4839	1	10	1	8
Cell4840	1	3	7	2
Cell4841	1	11	1	4
Cell4842	1	7	1	8
Cell4843	1	2	4	6
Cell4844	1	2	4	6
Cell4845	1	5	2	3
Cell4847	1	10	1	8
Cell4848	1	6	1	4
Cell4849	1	3	7	2
Cell4850	1	1	3	7
Cell4851	1	10	1	8
Cell4852	1	12	2	3
Cell4853	1	6	1	4
Cell4854	1	2	4	6
Cell4855	1	12	2	3
Cell4856	1	12	2	3
Cell4857	1	3	7	2
Cell4858	1	3	5	2
Cell4859	1	11	1	4
Cell4860	1	7	1	8
Cell4861	1	2	8	6
Cell4862	1	11	1	4
Cell4863	1	12	2	3
Cell4864	1	7	1	8
Cell4865	1	7	1	8
Cell4866	1	5	2	3
Cell4868	1	1	3	7
Cell4869	1	5	2	3
Cell4870	1	7	1	8
Cell4871	1	2	4	6
Cell4872	1	9	6	1
Cell4873	1	8	6	1
Cell4874	1	4	6	5
Cell4875	1	1	3	7
Cell4876	1	7	1	8
Cell4877	1	5	2	3
Cell4878	1	3	7	2
Cell4879	1	3	7	2
Cell4880	1	2	4	6
Cell4881	1	8	6	1
Cell4882	1	1	3	7
Cell4883	1	1	3	7
Cell4884	1	1	3	7
Cell4885	1	13	6	5
Cell4886	1	1	3	7
Cell4887	1	12	2	3
Cell4888	1	4	6	5
Cell4889	1	4	6	5
Cell4890	1	7	1	8
Cell4891	1	3	7	2
Cell4892	1	4	6	5
Cell4893	1	11	1	4
Cell4894	1	4	6	5
Cell4895	1	8	6	1
Cell4896	1	6	1	4
Cell4897	1	2	8	6
Cell4898	1	12	2	3
Cell4899	1	8	6	1
Cell4900	1	4	6	5
Cell4901	1	3	5	2
Cell4902	1	5	2	3
Cell4903	1	4	6	5
Cell4904	1	3	5	2
Cell4905	1	7	1	8
Cell4906	1	13	6	5
Cell4907	1	8	6	1
Cell4908	1	12	2	3
Cell4909	1	6	1	4
Cell4910	1	5	2	3
Cell4911	1	3	5	2
Cell4912	1	11	1	4
Cell4913	1	2	8	6
Cell4914	1	12	2	3
Cell4916	1	8	6	1
Cell4917	1	1	3	7
Cell4918	1	12	2	3
Cell4920	1	2	8	6
Cell4922	1	1	3	7
Cell4923	1	3	5	2
Cell4924	1	8	6	1
Cell4925	1	5	2	3
Cell4926	1	11	1	4
Cell4928	1	8	6	1
Cell4929	1	2	8	6
Cell4930	1	2	8	6
Cell4931	1	3	7	2
Cell4932	1	2	8	6
Cell4933	1	3	5	2
Cell4934	1	3	7	2
Cell4935	1	10	1	8
Cell4936	1	3	7	2
Cell4937	1	7	1	8
Cell4938	1	2	4	6
Cell4939	1	4	6	5
Cell4940	1	2	8	6
Cell4941	1	11	1	4
Cell4942	1	2	4	6
Cell4943	1	6	1	4
Cell4944	1	7	1	8
Cell4945	1	3	7	2
Cell4946	1	6	1	4
Cell4947	1	5	2	3
Cell4948	1	2	8	6
Cell4949	1	5	2	3
Cell4950	1	4	6	5
Cell4951	1	6	1	4
Cell4952	1	4	6	5
Cell4953	1	7	1	8
Cell4954	1	4	6	5
Cell4955	1	6	1	4
Cell4956	1	5	2	3
Cell4957	1	1	3	7
Cell4958	1	4	6	5
Cell4959	1	8	6	1
Cell4960	1	2	4	6
Cell4961	1	2	8	6
Cell4962	1	8	6	1
Cell4963	1	9	6	1
Cell4964	1	13	6	5
Cell4965	1	2	8	6
Cell4966	1	4	6	5
Cell4967	1	4	6	5
Cell4968	1	10	1	8
Cell4969	1	6	1	4
Cell4970	1	6	1	4
Cell4971	1	6	1	4
Cell4972	1	3	5	2
Cell4973	1	4	6	5
Cell4974	1	1	3	7
Cell4975	1	10	1	8
Cell4976	1	6	1	4
Cell4977	1	3	7	2
Cell4978	1	2	4	6
Cell4979	1	4	6	5
Cell4980	1	9	6	1
Cell4981	1	2	8	6
Cell4982	1	3	5	2
Cell4983	1	5	2	3
Cell4984	1	1	3	7
Cell4985	1	12	2	3
Cell4986	1	4	6	5
Cell4988	1	10	1	8
Cell4989	1	8	6	1
Cell4990	1	2	8	6
Cell4991	1	12	2	3
Cell4992	1	1	3	7
Cell4993	1	12	2	3
Cell4995	1	12	2	3
Cell4996	1	5	2	3
Cell4997	1	13	6	5
Cell4998	1	9	6	1
Cell4999	1	3	5	2
Cell5000	1	1	3	7
Cell5001	1	7	1	8
Cell5002	1	4	6	5
Cell5003	1	5	2	3
Cell5005	1	1	3	7
Cell5006	1	12	2	3
Cell5007	1	2	8	6
Cell5008	1	9	6	1
Cell5009	1	3	5	2
Cell5010	1	2	4	6
Cell5011	1	1	3	7
Cell5012	1	10	1	8
Cell5013	1	1	3	7
Cell5014	1	12	2	3
Cell5015	1	2	4	6
Cell5016	1	6	1	4
Cell5017	1	4	6	5
Cell5018	1	9	6	1
Cell5019	1	4	6	5
Cell5020	1	10	1	8
Cell5021	1	3	5	2
Cell5022	1	2	8	6
Cell5023	1	1	3	7
Cell5024	1	1	3	7
Cell5025	1	2	4	6
Cell5026	1	3	7	2
Cell5027	1	4	6	5
Cell5028	1	7	1	8
Cell5029	1	2	4	6
Cell5030	1	5	2	3
Cell5031	1	2	4	6
Cell5032	1	11	1	4
Cell5033	1	6	1	4
Cell5034	1	2	4	6
Cell5035	1	6	1	4
Cell5036	1	2	8	6
Cell5037	1	12	2	3
Cell5038	1	7	1	8
Cell5039	1	4	6	5
Cell5040	1	5	2	3
Cell5042	1	11	1	4
Cell5043	1	7	1	8
Cell5044	1	4	6	5
Cell5045	1	4	6	5
Cell5046	1	5	2	3
Cell5047	1	4	6	5
Cell5048	1	13	6	5
Cell5049	1	1	3	7
Cell5050	1	7	1	8
Cell5051	1	2	4	6
Cell5052	1	1	3	7
Cell5053	1	1	3	7
Cell5054	1	1	3	7
Cell5055	1	2	4	6
Cell5056	1	12	2	3
Cell5058	1	1	3	7
Cell5059	1	9	6	1
Cell5060	1	7	1	8
Cell5061	1	11	1	4
Cell5062	1	3	7	2
Cell5063	1	5	2	3
Cell5064	1	3	7	2
Cell5065	1	2	4	6
Cell5066	1	9	6	1
Cell5067	1	1	3	7
Cell5068	1	5	2	3
Cell5069	1	12	2	3
Cell5070	1	1	3	7
Cell5071	1	1	3	7
Cell5072	1	1	3	7
Cell5073	1	4	6	5
Cell5074	1	10	1	8
Cell5075	1	11	1	4
Cell5076	1	1	3	7
Cell5077	1	6	1	4
Cell5078	1	6	1	4
Cell5079	1	10	1	8
Cell5080	1	12	2	3
Cell5081	1	11	1	4
Cell5082	1	4	6	5
Cell5083	1	1	3	7
Cell5084	1	10	1	8
Cell5085	1	10	1	8
Cell5087	1	11	1	4
Cell5088	1	7	1	8
Cell5090	1	6	1	4
Cell5091	1	2	8	6
Cell5092	1	6	1	4
Cell5093	1	12	2	3
Cell5094	1	3	7	2
Cell5095	1	1	3	7
Cell5096	1	12	2	3
Cell5097	1	5	2	3
Cell5098	1	9	6	1
Cell5099	1	2	8	6
Cell5100	1	5	2	3
Cell5101	1	3	7	2
Cell5102	1	2	4	6
Cell5103	1	8	6	1
Cell5104	1	4	6	5
Cell5105	1	5	2	3
Cell5106	1	5	2	3
Cell5107	1	4	6	5
Cell5108	1	1	3	7
Cell5109	1	2	4	6
Cell5110	1	7	1	8
Cell5111	1	7	1	8
Cell5113	1	7	1	8
Cell5114	1	6	1	4
Cell5115	1	3	5	2
Cell5116	1	11	1	4
Cell5117	1	13	6	5
Cell5118	1	4	6	5
Cell5119	1	10	1	8
Cell5120	1	11	1	4
Cell5121	1	5	2	3
Cell5122	1	10	1	8
Cell5123	1	13	6	5
Cell5125	1	1	3	7
Cell5126	1	2	4	6
Cell5127	1	12	2	3
Cell5128	1	3	5	2
Cell5129	1	4	6	5
Cell5130	1	6	1	4
Cell5131	1	2	8	6
Cell5132	1	7	1	8
Cell5133	1	12	2	3
Cell5135	1	4	6	5
Cell5136	1	3	5	2
Cell5137	1	7	1	8
Cell5138	1	1	3	7
Cell5139	1	4	6	5
Cell5140	1	2	4	6
Cell5141	1	8	6	1
Cell5142	1	6	1	4
Cell5143	1	8	6	1
Cell5144	1	2	8	6
Cell5145	1	3	5	2
Cell5146	1	7	1	8
Cell5147	1	9	6	1
Cell5148	1	10	1	8
Cell5149	1	10	1	8
Cell5150	1	3	7	2
Cell5151	1	2	4	6
Cell5152	1	3	5	2
Cell5153	1	12	2	3
Cell5154	1	5	2	3
Cell5155	1	2	8	6
Cell5156	1	3	7	2
Cell5157	1	3	5	2
Cell5158	1	6	1	4
Cell5159	1	9	6	1
Cell5160	1	6	1	4
Cell5161	1	2	8	6
Cell5162	1	4	6	5
Cell5163	1	3	7	2
Cell5164	1	11	1	4
Cell5165	1	9	6	1
Cell5166	1	3	5	2
Cell5167	1	2	8	6
Cell5168	1	13	6	5
Cell5169	1	9	6	1
Cell5170	1	3	7	2
Cell5171	1	2	8	6
Cell5172	1	7	1	8
Cell5173	1	3	5	2
Cell5175	1	8	6	1
Cell5176	1	1	3	7
Cell5178	1	1	3	7
Cell5179	1	2	4	6
Cell5180	1	12	2	3
Cell5181	1	3	7	2
Cell5182	1	9	6	1
Cell5183	1	4	6	5
Cell5184	1	5	2	3
Cell5185	1	10	1	8
Cell5186	1	10	1	8
Cell5187	1	12	2	3
Cell5188	1	2	4	6
Cell5189	1	3	7	2
Cell5190	1	2	8	6
Cell5191	1	4	6	5
Cell5192	1	7	1	8
Cell5193	1	7	1	8
Cell5194	1	2	8	6
Cell5195	1	1	3	7
Cell5196	1	11	1	4
Cell5197	1	3	5	2
Cell5198	1	9	6	1
Cell5199	1	2	8	6
Cell5200	1	5	2	3
Cell5201	1	2	4	6
Cell5202	1	13	6	5
Cell5203	1	9	6	1
Cell5204	1	5	2	3
Cell5205	1	2	8	6
Cell5207	1	13	6	5
Cell5208	1	10	1	8
Cell5209	1	7	1	8
Cell5210	1	4	6	5
Cell5211	1	2	4	6
Cell5212	1	1	3	7
Cell5213	1	8	6	1
Cell5214	1	5	2	3
Cell5215	1	12	2	3
Cell5216	1	5	2	3
Cell5217	1	1	3	7
Cell5218	1	12	2	3
Cell5219	1	3	7	2
Cell5220	1	1	3	7
Cell5221	1	11	1	4
Cell5222	1	1	3	7
Cell5223	1	13	6	5
Cell5224	1	9	6	1
Cell5225	1	2	4	6
Cell5226	1	1	3	7
Cell5227	1	5	2	3
Cell5228	1	3	5	2
Cell5229	1	5	2	3
Cell5230	1	9	6	1
Cell5231	1	12	2	3
Cell5232	1	9	6	1
Cell5233	1	7	1	8
Cell5234	1	2	4	6
Cell5235	1	7	1	8
Cell5236	1	13	6	5
Cell5237	1	9	6	1
Cell5238	1	9	6	1
Cell5239	1	11	1	4
Cell5240	1	8	6	1
Cell5241	1	3	5	2
Cell5242	1	6	1	4
Cell5243	1	11	1	4
Cell5244	1	11	1	4
Cell5245	1	5	2	3
Cell5246	1	12	2	3
Cell5247	1	4	6	5
Cell5248	1	6	1	4
Cell5249	1	3	5	2
Cell5250	1	9	6	1
Cell5251	1	1	3	7
Cell5252	1	2	4	6
Cell5253	1	5	2	3
Cell5254	1	3	5	2
Cell5255	1	2	4	6
Cell5256	1	4	6	5
Cell5257	1	3	5	2
Cell5258	1	9	6	1
Cell5259	1	3	7	2
Cell5260	1	2	4	6
Cell5261	1	9	6	1
Cell5262	1	3	5	2
Cell5263	1	13	6	5
Cell5264	1	5	2	3
Cell5265	1	10	1	8
Cell5266	1	12	2	3
Cell5267	1	8	6	1
Cell5268	1	10	1	8
Cell5269	1	1	3	7
Cell5270	1	10	1	8
Cell5272	1	11	1	4
Cell5273	1	12	2	3
Cell5274	1	1	3	7
Cell5275	1	2	8	6
Cell5276	1	3	5	2
Cell5277	1	6	1	4
Cell5279	1	3	7	2
Cell5280	1	6	1	4
Cell5281	1	7	1	8
Cell5282	1	8	6	1
Cell5283	1	12	2	3
Cell5284	1	8	6	1
Cell5285	1	8	6	1
Cell5286	1	3	7	2
Cell5287	1	4	6	5
Cell5288	1	4	6	5
Cell5289	1	5	2	3
Cell5290	1	3	5	2
Cell5291	1	12	2	3
Cell5292	1	4	6	5
Cell5293	1	6	1	4
Cell5294	1	7	1	8
Cell5295	1	2	4	6
Cell5296	1	3	5	2
Cell5297	1	3	7	2
Cell5298	1	1	3	7
Cell5299	1	11	1	4
Cell5300	1	1	3	7
Cell5302	1	9	6	1
Cell5303	1	11	1	4
Cell5304	1	3	7	2
Cell5305	1	11	1	4
Cell5306	1	1	3	7
Cell5308	1	4	6	5
Cell5309	1	7	1	8
Cell5310	1	11	1	4
Cell5311	1	13	6	5
Cell5312	1	9	6	1
Cell5313	1	4	6	5
Cell5314	1	1	3	7
Cell5315	1	1	3	7
Cell5316	1	4	6	5
Cell5317	1	13	6	5
Cell5318	1	1	3	7
Cell5319	1	1	3	7
Cell5320	1	1	3	7
Cell5321	1	2	8	6
Cell5322	1	6	1	4
Cell5323	1	3	7	2
Cell5324	1	2	4	6
