,ID,did,seurat_cluster,kmeans_cluster,labels,MOEA,SOEA,PhenoGraph
662,Cell701,1,7,4,3,1,2,10
663,Cell702,1,6,6,12,5,14,2
664,Cell703,1,12,14,11,14,3,5
665,Cell704,1,12,14,11,14,3,5
666,Cell705,1,16,9,6,8,12,11
667,Cell706,1,9,6,14,4,0,14
668,Cell707,1,9,6,14,4,0,18
669,Cell710,1,5,3,5,11,10,9
670,Cell711,1,10,7,2,10,1,3
671,Cell712,1,5,3,5,11,10,9
672,Cell714,1,4,9,13,6,13,1
673,Cell715,1,12,14,11,14,3,5
674,Cell716,1,10,7,2,10,1,3
675,Cell717,1,13,16,9,12,11,6
676,Cell718,1,4,9,13,6,13,1
677,Cell719,1,8,10,4,7,9,19
678,Cell720,1,2,2,6,13,6,0
679,Cell721,1,10,7,2,10,1,3
680,Cell722,1,1,9,10,15,4,12
681,Cell723,1,7,4,3,1,2,10
682,Cell724,1,1,9,10,15,4,16
683,Cell725,1,9,6,14,4,0,18
684,Cell726,1,1,9,10,15,4,16
685,Cell727,1,2,15,15,13,6,0
686,Cell728,1,4,9,13,6,13,1
687,Cell729,1,13,16,9,12,11,6
688,Cell731,1,15,5,8,0,15,7
689,Cell732,1,13,16,9,12,11,6
690,Cell733,1,13,11,9,12,11,6
691,Cell734,1,2,2,15,13,6,0
692,Cell735,1,5,3,5,11,10,9
693,Cell736,1,3,12,16,2,7,17
694,Cell737,1,14,8,1,9,8,8
695,Cell738,1,2,15,15,13,6,0
696,Cell739,1,7,4,3,1,2,21
697,Cell740,1,7,4,3,1,2,10
698,Cell741,1,1,9,10,15,4,16
699,Cell742,1,11,14,7,3,5,4
700,Cell743,1,12,14,11,14,3,5
701,Cell744,1,6,6,12,5,14,2
702,Cell745,1,4,9,13,6,13,1
703,Cell746,1,13,11,9,12,11,6
704,Cell748,1,11,14,7,3,5,4
705,Cell749,1,11,14,7,3,5,4
706,Cell750,1,4,9,13,6,13,1
707,Cell751,1,8,10,4,7,9,19
708,Cell752,1,1,9,10,15,4,12
709,Cell753,1,15,5,8,0,15,7
710,Cell754,1,2,15,15,13,6,0
711,Cell755,1,4,9,13,6,13,1
712,Cell756,1,5,3,5,11,10,20
713,Cell757,1,8,10,4,7,9,13
714,Cell758,1,3,12,16,2,7,15
715,Cell759,1,6,6,12,5,14,2
716,Cell760,1,11,14,7,3,5,4
717,Cell761,1,11,14,7,3,5,4
718,Cell762,1,12,14,11,14,3,5
719,Cell763,1,9,6,14,4,0,18
720,Cell764,1,12,14,11,14,3,5
721,Cell766,1,11,14,7,3,5,4
722,Cell767,1,6,6,12,5,14,2
723,Cell768,1,3,12,16,2,7,17
724,Cell769,1,3,12,16,2,7,17
725,Cell770,1,3,12,16,2,7,17
726,Cell771,1,14,8,1,9,8,8
727,Cell772,1,1,9,10,15,4,16
728,Cell773,1,7,4,3,1,2,10
729,Cell774,1,15,5,8,0,15,7
730,Cell775,1,2,2,15,13,6,0
731,Cell776,1,11,14,7,3,5,4
732,Cell777,1,13,11,9,12,11,6
733,Cell778,1,12,14,11,14,3,5
734,Cell779,1,2,2,15,13,6,0
735,Cell780,1,12,14,11,14,3,5
736,Cell781,1,4,9,13,6,13,1
737,Cell782,1,16,9,6,8,12,11
738,Cell783,1,9,6,14,4,0,14
739,Cell784,1,1,9,10,15,4,16
740,Cell785,1,8,10,4,7,9,13
741,Cell786,1,9,6,14,4,0,14
742,Cell787,1,3,12,16,2,7,17
743,Cell788,1,11,14,7,3,5,4
744,Cell789,1,3,12,16,2,7,15
745,Cell790,1,12,14,11,14,3,5
746,Cell791,1,12,14,11,14,3,5
747,Cell792,1,13,16,9,12,11,6
748,Cell793,1,8,10,4,7,9,19
749,Cell794,1,10,7,2,10,1,3
750,Cell795,1,8,10,4,7,9,19
751,Cell796,1,7,4,3,1,2,10
752,Cell797,1,14,8,1,9,8,8
753,Cell798,1,9,6,14,4,0,18
754,Cell799,1,12,14,11,14,3,5
755,Cell800,1,4,9,13,6,13,1
756,Cell801,1,11,14,7,3,5,4
757,Cell802,1,5,3,5,11,10,9
758,Cell803,1,7,4,3,1,2,10
759,Cell804,1,2,2,15,13,6,0
760,Cell806,1,12,14,11,14,3,5
761,Cell807,1,13,16,9,12,11,6
762,Cell808,1,5,3,5,11,10,9
763,Cell809,1,15,5,8,0,15,7
764,Cell810,1,2,2,15,13,6,0
765,Cell811,1,16,9,6,8,12,11
766,Cell812,1,13,11,9,12,11,6
767,Cell813,1,1,9,10,15,4,12
768,Cell814,1,12,14,11,14,3,5
769,Cell815,1,13,11,9,12,11,6
770,Cell816,1,4,9,13,6,13,1
771,Cell817,1,6,6,12,5,14,2
772,Cell819,1,6,6,12,5,14,2
773,Cell820,1,14,8,1,9,8,8
774,Cell821,1,5,3,5,11,10,9
775,Cell822,1,8,10,4,7,9,13
776,Cell823,1,5,3,5,11,10,9
777,Cell824,1,12,14,11,14,3,5
778,Cell825,1,13,16,9,12,11,6
779,Cell826,1,7,4,3,1,2,21
780,Cell827,1,5,3,5,11,10,9
781,Cell828,1,15,5,8,0,15,7
782,Cell829,1,6,6,12,5,14,2
783,Cell830,1,14,8,1,9,8,8
784,Cell831,1,1,9,10,15,4,12
785,Cell832,1,6,6,12,5,14,2
786,Cell833,1,4,9,13,6,13,1
787,Cell834,1,7,4,3,1,2,10
788,Cell835,1,7,4,3,1,2,10
789,Cell837,1,8,10,4,7,9,19
790,Cell838,1,5,3,5,11,10,9
791,Cell839,1,2,1,15,13,6,0
792,Cell840,1,10,7,2,10,1,3
793,Cell841,1,7,4,3,1,2,10
794,Cell842,1,6,6,12,5,14,2
795,Cell843,1,10,7,2,10,1,3
796,Cell844,1,9,6,14,4,0,14
797,Cell845,1,2,15,15,13,6,0
798,Cell846,1,14,8,1,9,8,8
799,Cell847,1,2,15,15,13,6,0
800,Cell848,1,7,4,3,1,2,21
801,Cell849,1,6,6,12,5,14,2
802,Cell851,1,11,14,7,3,5,4
803,Cell852,1,3,12,16,2,7,15
804,Cell853,1,14,8,1,9,8,8
805,Cell854,1,12,14,11,14,3,5
806,Cell855,1,14,8,1,9,8,8
807,Cell856,1,3,12,16,2,7,17
808,Cell857,1,8,10,4,7,9,19
809,Cell858,1,11,14,7,3,5,4
810,Cell859,1,15,13,8,0,15,7
811,Cell860,1,5,3,5,11,10,9
812,Cell861,1,4,9,6,6,13,1
813,Cell862,1,11,14,7,3,5,4
814,Cell864,1,3,12,16,2,7,17
815,Cell865,1,6,6,12,5,14,2
816,Cell866,1,6,6,12,5,14,2
817,Cell867,1,14,8,1,9,8,8
818,Cell868,1,6,6,12,5,14,2
819,Cell869,1,11,14,7,3,5,4
820,Cell870,1,3,12,16,2,7,17
821,Cell871,1,12,14,11,14,3,5
822,Cell872,1,14,8,1,9,8,8
823,Cell873,1,15,5,8,0,15,7
824,Cell874,1,1,9,10,15,4,12
825,Cell875,1,15,13,8,0,15,7
826,Cell876,1,4,9,13,6,13,1
827,Cell877,1,8,10,4,7,9,13
828,Cell878,1,10,7,2,10,1,3
829,Cell879,1,3,12,16,2,7,15
830,Cell881,1,12,14,11,14,3,5
831,Cell882,1,6,6,12,5,14,2
832,Cell883,1,9,6,14,4,0,14
833,Cell884,1,7,4,3,1,2,10
834,Cell885,1,4,9,13,6,13,1
835,Cell886,1,16,9,6,8,12,11
836,Cell887,1,3,12,16,2,7,17
837,Cell888,1,10,7,2,10,1,3
838,Cell889,1,7,4,3,1,2,10
839,Cell890,1,10,7,2,10,1,3
840,Cell891,1,1,9,10,15,4,16
841,Cell892,1,16,9,6,8,12,11
842,Cell893,1,5,3,5,11,10,20
843,Cell894,1,14,8,1,9,8,8
844,Cell895,1,2,15,15,13,6,0
845,Cell896,1,11,14,7,3,5,4
846,Cell897,1,2,1,15,13,6,0
847,Cell898,1,3,12,16,2,7,17
848,Cell899,1,10,7,2,10,1,3
849,Cell900,1,4,9,13,6,13,1
850,Cell901,1,4,9,13,6,13,1
851,Cell902,1,11,14,7,3,5,4
852,Cell903,1,9,6,14,4,0,14
853,Cell904,1,5,3,5,11,10,9
854,Cell905,1,1,9,10,15,4,16
855,Cell906,1,12,14,11,14,3,5
856,Cell908,1,9,6,14,4,0,18
857,Cell909,1,10,7,2,10,1,3
858,Cell910,1,1,9,10,15,4,16
859,Cell912,1,8,10,4,7,9,19
860,Cell913,1,9,6,14,4,0,14
861,Cell914,1,2,1,15,13,6,0
862,Cell915,1,15,5,8,0,15,7
863,Cell916,1,4,9,13,6,13,1
864,Cell917,1,14,8,1,9,8,8
865,Cell918,1,3,12,16,2,7,17
866,Cell919,1,10,7,2,10,1,3
867,Cell920,1,6,6,12,5,14,2
868,Cell921,1,5,3,5,11,10,20
869,Cell922,1,10,7,2,10,1,3
870,Cell923,1,3,12,16,2,7,15
871,Cell924,1,9,6,14,4,0,14
872,Cell925,1,7,4,3,1,2,10
873,Cell926,1,1,9,10,15,4,12
874,Cell927,1,14,8,1,9,8,8
875,Cell928,1,2,15,15,13,6,0
876,Cell929,1,1,9,10,15,4,12
877,Cell930,1,15,13,8,0,15,7
878,Cell931,1,2,1,15,13,6,0
879,Cell932,1,11,14,7,3,5,4
880,Cell933,1,2,15,15,13,6,0
881,Cell934,1,10,7,2,10,1,3
882,Cell935,1,5,3,5,11,10,9
883,Cell936,1,11,14,7,3,5,4
884,Cell937,1,9,6,6,4,0,18
885,Cell938,1,2,15,15,13,6,0
886,Cell939,1,1,9,10,15,4,12
887,Cell940,1,14,8,1,9,8,8
888,Cell941,1,6,6,12,5,14,2
889,Cell942,1,16,9,6,8,12,11
890,Cell943,1,10,7,2,10,1,3
891,Cell944,1,7,4,3,1,2,21
892,Cell945,1,16,9,6,8,12,11
893,Cell946,1,7,4,3,1,2,10
894,Cell947,1,15,5,8,0,15,7
895,Cell948,1,7,4,3,1,2,10
896,Cell949,1,8,10,4,7,9,13
897,Cell950,1,8,10,4,7,9,13
898,Cell951,1,3,12,16,2,7,17
899,Cell952,1,8,10,4,7,9,13
900,Cell953,1,14,8,1,9,8,8
901,Cell954,1,9,6,14,4,0,14
902,Cell955,1,15,5,8,0,15,7
903,Cell956,1,11,14,7,3,5,4
904,Cell957,1,10,7,2,10,1,3
905,Cell958,1,13,11,9,12,11,6
906,Cell959,1,11,14,7,3,5,4
907,Cell960,1,16,9,6,8,12,11
908,Cell961,1,12,14,11,14,3,5
909,Cell962,1,7,4,3,1,2,10
910,Cell963,1,2,2,15,13,6,0
911,Cell964,1,13,11,9,12,11,6
912,Cell965,1,3,12,16,2,7,15
913,Cell966,1,14,8,1,9,8,8
914,Cell967,1,11,14,7,3,5,4
915,Cell968,1,3,12,16,2,7,17
916,Cell969,1,11,14,7,3,5,4
917,Cell971,1,1,9,6,15,4,12
918,Cell972,1,4,9,6,6,13,1
919,Cell973,1,8,10,4,7,9,13
920,Cell974,1,4,9,13,6,13,1
921,Cell975,1,2,2,15,13,6,0
922,Cell976,1,4,9,13,6,13,1
923,Cell977,1,5,3,5,11,10,9
924,Cell978,1,16,9,6,8,12,11
925,Cell979,1,4,9,13,6,13,1
926,Cell982,1,10,7,2,10,1,3
927,Cell983,1,3,12,16,2,7,17
928,Cell984,1,13,11,9,12,11,6
929,Cell985,1,1,9,10,15,4,12
930,Cell986,1,9,6,14,4,0,14
931,Cell987,1,9,6,14,4,0,18
932,Cell988,1,4,9,13,6,13,1
933,Cell989,1,4,9,13,6,13,1
934,Cell990,1,3,12,16,2,7,17
935,Cell991,1,1,9,10,15,4,16
936,Cell992,1,15,5,8,0,15,7
937,Cell993,1,15,5,8,0,15,7
938,Cell995,1,7,4,3,1,2,10
939,Cell996,1,9,6,14,4,0,14
940,Cell997,1,8,10,4,7,9,13
941,Cell998,1,1,9,10,15,4,12
942,Cell999,1,13,11,9,12,11,6
943,Cell1000,1,5,3,5,11,10,9
944,Cell1001,1,7,4,3,1,2,21
945,Cell1002,1,3,12,16,2,7,15
946,Cell1003,1,2,15,15,13,6,0
947,Cell1004,1,11,14,7,3,5,4
948,Cell1005,1,13,11,9,12,11,6
949,Cell1006,1,3,12,16,2,7,15
950,Cell1007,1,15,5,8,0,15,7
951,Cell1008,1,7,4,3,1,2,21
952,Cell1009,1,8,10,4,7,9,13
953,Cell1010,1,9,6,14,4,0,14
954,Cell1011,1,3,12,16,2,7,17
955,Cell1012,1,8,10,4,7,9,19
956,Cell1013,1,4,9,13,6,13,1
957,Cell1015,1,15,5,8,0,15,7
958,Cell1017,1,15,13,8,0,15,7
959,Cell1018,1,1,9,10,15,4,12
960,Cell1019,1,1,9,10,15,4,12
961,Cell1020,1,14,8,1,9,8,8
962,Cell1021,1,3,12,16,2,7,17
963,Cell1022,1,4,9,13,6,13,1
964,Cell1023,1,10,7,2,10,1,3
965,Cell1024,1,12,14,11,14,3,5
966,Cell1025,1,2,15,15,13,6,0
967,Cell1026,1,2,1,15,13,6,0
968,Cell1027,1,2,15,15,13,6,0
969,Cell1028,1,13,16,9,12,11,6
970,Cell1029,1,15,13,8,0,15,7
971,Cell1030,1,7,4,3,1,2,10
972,Cell1031,1,14,8,1,9,8,8
973,Cell1032,1,9,6,14,4,0,18
974,Cell1033,1,1,9,10,15,4,12
975,Cell1034,1,9,6,14,4,0,14
976,Cell1035,1,13,16,9,12,11,6
977,Cell1037,1,3,12,16,2,7,17
978,Cell1038,1,3,12,16,2,7,17
979,Cell1039,1,4,9,13,6,13,1
980,Cell1040,1,15,5,8,0,15,7
981,Cell1041,1,13,11,9,12,11,6
982,Cell1042,1,7,4,3,1,2,10
983,Cell1043,1,8,10,4,7,9,19
984,Cell1044,1,11,14,7,3,5,4
985,Cell1046,1,11,14,7,3,5,4
986,Cell1048,1,13,11,9,12,11,6
987,Cell1049,1,6,6,12,5,14,2
988,Cell1050,1,14,8,1,9,8,8
989,Cell1051,1,15,5,8,0,15,7
990,Cell1052,1,6,6,12,5,14,2
991,Cell1053,1,9,6,14,4,0,18
992,Cell1054,1,8,10,4,7,9,19
993,Cell1055,1,15,5,8,0,15,7
994,Cell1056,1,9,6,14,4,0,14
995,Cell1058,1,14,8,1,9,8,8
996,Cell1059,1,9,6,14,4,0,14
997,Cell1060,1,9,6,14,4,0,14
998,Cell1061,1,5,3,5,11,10,9
999,Cell1062,1,6,6,12,5,14,2
1000,Cell1063,1,5,3,5,11,10,9
1001,Cell1064,1,14,8,1,9,8,8
1002,Cell1065,1,1,9,10,15,4,16
1003,Cell1066,1,15,13,8,0,15,7
1004,Cell1067,1,15,5,8,0,15,7
1005,Cell1068,1,12,14,11,14,3,5
1006,Cell1069,1,5,3,5,11,10,9
1007,Cell1070,1,8,10,4,7,9,13
1008,Cell1071,1,4,9,13,6,13,1
1009,Cell1072,1,9,6,14,4,0,18
1010,Cell1073,1,15,13,8,0,15,7
1011,Cell1074,1,13,11,9,12,11,6
1012,Cell1075,1,2,1,15,13,6,0
1013,Cell1076,1,2,2,15,13,6,0
1014,Cell1077,1,9,6,14,4,0,18
1015,Cell1078,1,2,15,15,13,6,0
1016,Cell1079,1,15,5,8,0,15,7
1017,Cell1080,1,8,10,4,7,9,19
1018,Cell1081,1,2,2,15,13,6,0
1019,Cell1082,1,2,2,15,13,6,0
1020,Cell1083,1,7,4,3,1,2,10
1021,Cell1084,1,11,14,7,3,5,4
1022,Cell1085,1,1,9,6,15,4,16
1023,Cell1086,1,8,10,4,7,9,19
1024,Cell1087,1,1,9,6,15,4,16
1025,Cell1088,1,8,10,4,7,9,19
1026,Cell1090,1,15,5,8,0,15,7
1027,Cell1091,1,13,11,9,12,11,6
1028,Cell1092,1,8,10,4,7,9,13
1029,Cell1093,1,3,12,16,2,7,15
1030,Cell1094,1,9,6,14,4,0,14
1031,Cell1095,1,8,10,4,7,9,13
1032,Cell1096,1,15,5,8,0,15,7
1033,Cell1097,1,3,12,16,2,7,17
1034,Cell1098,1,8,10,4,7,9,19
1035,Cell1099,1,13,11,9,12,11,6
1036,Cell1100,1,7,4,3,1,2,10
1037,Cell1101,1,6,6,12,5,14,2
1038,Cell1102,1,10,7,2,10,1,3
1039,Cell1103,1,15,13,8,0,15,7
1040,Cell1104,1,6,6,12,5,14,2
1041,Cell1105,1,5,3,5,11,10,20
1042,Cell1106,1,4,9,13,6,13,1
1043,Cell1107,1,5,3,5,11,10,9
1044,Cell1108,1,11,14,7,3,5,4
1045,Cell1109,1,12,14,11,14,3,5
1046,Cell1110,1,13,16,9,12,11,6
1047,Cell1111,1,3,12,16,2,7,17
1048,Cell1112,1,11,14,7,3,5,4
1049,Cell1113,1,10,7,2,10,1,3
1050,Cell1114,1,5,3,5,11,10,20
1051,Cell1115,1,11,14,7,3,5,4
1052,Cell1116,1,4,9,13,6,13,1
1053,Cell1117,1,12,14,11,14,3,5
1054,Cell1118,1,6,6,12,5,14,2
1055,Cell1119,1,13,11,9,12,11,6
1056,Cell1120,1,4,9,13,6,13,1
1057,Cell1121,1,16,9,6,8,12,11
1058,Cell1122,1,7,4,3,1,2,21
1059,Cell1124,1,8,10,4,7,9,13
1060,Cell1125,1,16,9,6,8,12,11
1061,Cell1126,1,10,7,2,10,1,3
1062,Cell1127,1,7,4,3,1,2,21
1063,Cell1128,1,5,3,5,11,10,9
1064,Cell1129,1,9,6,14,4,0,14
1065,Cell1130,1,6,6,12,5,14,2
1066,Cell1131,1,5,3,5,11,10,9
1067,Cell1132,1,5,3,5,11,10,9
1068,Cell1133,1,8,10,4,7,9,19
1069,Cell1134,1,8,10,4,7,9,13
1070,Cell1135,1,13,16,9,12,11,6
1071,Cell1136,1,8,10,4,7,9,13
1072,Cell1137,1,10,7,2,10,1,3
1073,Cell1138,1,13,11,9,12,11,6
1074,Cell1139,1,10,7,2,10,1,3
1075,Cell1140,1,7,4,3,1,2,10
1076,Cell1141,1,1,9,10,15,4,12
1077,Cell1142,1,1,9,10,15,4,12
1078,Cell1143,1,1,9,10,15,4,16
1079,Cell1144,1,8,10,4,7,9,13
1080,Cell1145,1,1,9,10,15,4,16
1081,Cell1146,1,9,6,14,4,0,18
1082,Cell1147,1,13,11,9,12,11,6
1083,Cell1148,1,14,8,1,9,8,8
1084,Cell1149,1,3,12,16,2,7,15
1085,Cell1150,1,4,9,13,6,13,1
1086,Cell1151,1,2,1,6,13,6,0
1087,Cell1152,1,12,14,11,14,3,5
1088,Cell1153,1,2,2,15,13,6,0
1089,Cell1154,1,2,1,15,13,6,0
1090,Cell1155,1,14,8,1,9,8,8
1091,Cell1156,1,12,14,11,14,3,5
1092,Cell1157,1,8,10,4,7,9,19
1093,Cell1158,1,9,6,14,4,0,14
1094,Cell1159,1,3,12,16,2,7,15
1095,Cell1160,1,3,12,16,2,7,15
1096,Cell1161,1,12,14,11,14,3,5
1097,Cell1162,1,2,2,15,13,6,0
1098,Cell1163,1,4,9,13,6,13,1
1099,Cell1165,1,6,6,12,5,14,2
1100,Cell1166,1,4,9,13,6,13,1
1101,Cell1167,1,2,2,15,13,6,0
1102,Cell1168,1,5,3,5,11,10,9
1103,Cell1169,1,15,13,8,0,15,7
1104,Cell1170,1,4,9,13,6,13,1
1105,Cell1171,1,1,9,10,15,4,16
1106,Cell1172,1,7,4,3,1,2,21
1107,Cell1175,1,9,6,14,4,0,18
1108,Cell1176,1,10,7,2,10,1,3
1109,Cell1177,1,12,14,11,14,3,5
1110,Cell1178,1,7,4,3,1,2,21
1111,Cell1179,1,12,14,11,14,3,5
1112,Cell1180,1,1,9,6,15,4,16
1113,Cell1181,1,11,14,7,3,5,4
1114,Cell1182,1,5,3,5,11,10,20
1115,Cell1183,1,8,10,4,7,9,13
1116,Cell1184,1,6,6,12,5,14,2
1117,Cell1185,1,4,9,13,6,13,1
1118,Cell1186,1,1,9,10,15,4,12
1119,Cell1187,1,12,14,6,14,3,5
1120,Cell1188,1,12,14,11,14,3,5
1121,Cell1189,1,14,8,1,9,8,8
1122,Cell1190,1,15,5,8,0,15,7
1123,Cell1191,1,15,5,8,0,15,7
1124,Cell1192,1,10,7,2,10,1,3
1125,Cell1193,1,5,3,5,11,10,9
1126,Cell1194,1,14,8,1,9,8,8
1127,Cell1195,1,1,9,10,15,4,16
1128,Cell1196,1,8,10,4,7,9,13
1129,Cell1197,1,12,14,11,14,3,5
1130,Cell1198,1,1,9,10,15,4,16
1131,Cell1199,1,4,9,13,6,13,1
1132,Cell1200,1,7,4,3,1,2,21
1133,Cell1201,1,2,2,15,13,6,0
1134,Cell1202,1,15,5,8,0,15,7
1135,Cell1203,1,4,9,13,6,13,1
1136,Cell1204,1,10,7,2,10,1,3
1137,Cell1205,1,2,15,15,13,6,0
1138,Cell1206,1,14,8,1,9,8,8
1139,Cell1207,1,14,8,1,9,8,8
1140,Cell1208,1,5,3,5,11,10,9
1141,Cell1209,1,8,10,4,7,9,13
1142,Cell1210,1,11,14,7,3,5,4
1143,Cell1211,1,7,4,3,1,2,10
1144,Cell1212,1,11,14,7,3,5,4
1145,Cell1213,1,3,12,16,2,7,15
1146,Cell1214,1,10,7,2,10,1,3
1147,Cell1216,1,11,14,7,3,5,4
1148,Cell1217,1,7,4,3,1,2,10
1149,Cell1218,1,11,14,7,3,5,4
1150,Cell1219,1,12,14,11,14,3,5
1151,Cell1220,1,12,14,11,14,3,5
1152,Cell1221,1,12,14,11,14,3,5
1153,Cell1222,1,14,8,1,9,8,8
1154,Cell1223,1,12,14,11,14,3,5
1155,Cell1224,1,7,4,3,1,2,10
1156,Cell1225,1,6,6,12,5,14,2
1157,Cell1226,1,12,14,11,14,3,5
1158,Cell1227,1,1,9,10,15,4,12
1159,Cell1228,1,6,6,12,5,14,2
1160,Cell1229,1,13,16,9,12,11,6
1161,Cell1230,1,6,6,12,5,14,2
1162,Cell1231,1,2,15,15,13,6,0
1163,Cell1232,1,15,13,8,0,15,7
1164,Cell1233,1,1,9,10,15,4,16
1165,Cell1234,1,11,14,7,3,5,4
1166,Cell1235,1,14,8,1,9,8,8
1167,Cell1236,1,6,6,12,5,14,2
1168,Cell1237,1,7,4,3,1,2,10
1169,Cell1238,1,8,10,4,7,9,13
1170,Cell1239,1,9,6,14,4,0,18
1171,Cell1240,1,1,9,10,15,4,12
1172,Cell1241,1,9,6,14,4,0,18
1173,Cell1242,1,3,12,16,2,7,17
1174,Cell1243,1,1,9,10,15,4,16
1175,Cell1244,1,13,11,9,12,11,6
1176,Cell1245,1,9,6,14,4,0,14
1177,Cell1246,1,5,3,5,11,10,9
1178,Cell1247,1,9,6,14,4,0,14
1179,Cell1248,1,13,16,9,12,11,6
1180,Cell1249,1,3,12,16,2,7,17
1181,Cell1250,1,5,3,5,11,10,9
1182,Cell1251,1,12,14,11,14,3,5
1183,Cell1252,1,7,4,3,1,2,10
1184,Cell1253,1,15,5,8,0,15,7
1185,Cell1254,1,1,9,10,15,4,16
1186,Cell1255,1,6,6,12,5,14,2
1187,Cell1256,1,4,9,13,6,13,1
1188,Cell1257,1,9,6,14,4,0,14
1189,Cell1258,1,10,7,2,10,1,3
1190,Cell1259,1,15,5,8,0,15,7
1191,Cell1260,1,12,14,11,14,3,5
1192,Cell1261,1,3,12,16,2,7,17
1193,Cell1262,1,7,4,3,1,2,10
1194,Cell1263,1,3,12,16,2,7,15
1195,Cell1264,1,7,4,3,1,2,10
1196,Cell1265,1,10,7,2,10,1,3
1197,Cell1266,1,8,10,4,7,9,13
1198,Cell1267,1,2,2,15,13,6,0
1199,Cell1268,1,2,15,15,13,6,0
1200,Cell1269,1,1,9,10,15,4,16
1201,Cell1270,1,9,6,14,4,0,14
1202,Cell1272,1,13,16,9,12,11,6
1203,Cell1273,1,14,8,6,9,8,8
1204,Cell1274,1,4,9,13,6,13,1
1205,Cell1275,1,7,4,3,1,2,10
1206,Cell1276,1,8,10,4,7,9,19
1207,Cell1277,1,10,7,2,10,1,3
1208,Cell1278,1,3,12,16,2,7,15
1209,Cell1279,1,10,7,2,10,1,3
1210,Cell1280,1,10,7,2,10,1,3
1211,Cell1281,1,5,3,5,11,10,9
1212,Cell1282,1,7,4,3,1,2,21
1213,Cell1284,1,3,12,16,2,7,17
1214,Cell1285,1,3,12,16,2,7,15
1215,Cell1286,1,10,7,2,10,1,3
1216,Cell1287,1,3,12,16,2,7,17
1217,Cell1288,1,4,9,13,6,13,1
1218,Cell1290,1,9,6,14,4,0,18
1219,Cell1291,1,11,14,7,3,5,4
1220,Cell1292,1,7,4,3,1,2,10
1221,Cell1293,1,14,8,1,9,8,8
1222,Cell1294,1,1,9,10,15,4,16
1223,Cell1295,1,9,6,14,4,0,14
1224,Cell1296,1,1,9,10,15,4,16
1225,Cell1297,1,3,12,16,2,7,15
1226,Cell1298,1,11,14,7,3,5,4
1227,Cell1299,1,16,9,6,8,12,11
1228,Cell1300,1,11,14,13,3,5,4
1229,Cell1301,1,8,10,4,7,9,13
1230,Cell1302,1,12,14,11,14,3,5
1231,Cell1303,1,16,9,6,8,12,11
1232,Cell1304,1,15,13,8,0,15,7
1233,Cell1305,1,16,9,6,8,12,11
1234,Cell1306,1,11,14,7,3,5,4
1235,Cell1307,1,12,14,11,14,3,5
1236,Cell1308,1,13,11,9,12,11,6
1237,Cell1309,1,9,6,14,4,0,18
1238,Cell1311,1,14,8,1,9,8,8
1239,Cell1312,1,6,6,12,5,14,2
1240,Cell1313,1,5,3,5,11,10,9
1241,Cell1314,1,6,6,12,5,14,2
1242,Cell1315,1,15,5,8,0,15,7
1243,Cell1316,1,3,12,16,2,7,17
1244,Cell1317,1,5,3,5,11,10,9
1245,Cell1318,1,1,9,10,15,4,12
1246,Cell1319,1,9,6,14,4,0,14
1247,Cell1320,1,6,6,12,5,14,2
1248,Cell1321,1,8,10,4,7,9,13
1249,Cell1322,1,7,4,3,1,2,10
1250,Cell1323,1,6,6,12,5,14,2
1251,Cell1324,1,4,9,13,6,13,1
1252,Cell1325,1,8,10,4,7,9,13
1253,Cell1326,1,12,14,11,14,3,5
1254,Cell1327,1,6,6,12,5,14,2
1255,Cell1328,1,11,14,7,3,5,4
1256,Cell1329,1,7,4,3,1,2,10
1257,Cell1330,1,8,10,4,7,9,13
1258,Cell1331,1,6,6,12,5,14,2
1259,Cell1332,1,9,6,14,4,0,14
1260,Cell1333,1,8,10,4,7,9,13
1261,Cell1334,1,3,12,16,2,7,17
1262,Cell1335,1,15,5,8,0,15,7
1263,Cell1336,1,8,10,4,7,9,13
1264,Cell1337,1,14,8,1,9,8,8
1265,Cell1338,1,2,2,15,13,6,0
1266,Cell1339,1,16,9,6,8,12,11
1267,Cell1340,1,11,14,7,3,5,4
1268,Cell1341,1,8,10,4,7,9,19
1269,Cell1342,1,1,9,10,15,4,12
1270,Cell1343,1,13,11,9,12,11,6
1271,Cell1344,1,15,5,8,0,15,7
1272,Cell1345,1,4,9,13,6,13,1
1273,Cell1346,1,3,12,16,2,7,15
1274,Cell1347,1,14,8,1,9,8,8
1275,Cell1348,1,13,11,9,12,11,6
1276,Cell1349,1,16,9,6,8,12,11
1277,Cell1350,1,14,8,1,9,8,8
1278,Cell1352,1,8,10,4,7,9,13
1279,Cell1353,1,4,9,13,6,13,1
1280,Cell1355,1,3,12,16,2,7,15
1281,Cell1356,1,15,13,8,0,15,7
1282,Cell1357,1,11,14,7,3,5,4
1283,Cell1358,1,1,9,10,15,4,12
1284,Cell1359,1,9,6,14,4,0,14
1285,Cell1360,1,3,12,16,2,7,17
1286,Cell1361,1,5,3,5,11,10,20
1287,Cell1362,1,13,11,9,12,11,6
1288,Cell1363,1,8,10,4,7,9,13
1289,Cell1364,1,16,9,6,8,12,11
1290,Cell1365,1,8,10,4,7,9,19
1291,Cell1366,1,6,6,12,5,14,2
1292,Cell1367,1,1,9,10,15,4,16
1293,Cell1368,1,7,4,3,1,2,21
1294,Cell1369,1,15,5,8,0,15,7
