,instance #,labels #,moea-time,soea-time,moea-sil,moea-ARI,moea-NMI,soea-sil,soea-ARI,soea-NMI,kmeans-sil,kmeasn-ARI,kmeans-NMI,phe-sil,phe-ARI,phe-NMI,seurat_sil,seurat-ARI,seurat-NMI,phe-clusters,seurat-clusters
26,4744,8,2314.233,2057.75,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.34,0.518,0.805,0.532,0.809,0.91,23,13
27,4744,16,3950.11,3615.806,0.842,0.916,0.967,0.804,0.896,0.956,0.851,0.976,0.98,0.849,0.972,0.977,0.851,0.975,0.979,16,16
28,4746,32,7213.316,6632.648,0.686,0.766,0.842,0.657,0.775,0.838,0.671,0.783,0.841,0.682,0.753,0.841,0.651,0.689,0.831,28,25
29,4740,64,13648.072,12720.62,0.382,0.328,0.544,0.344,0.315,0.545,0.433,0.361,0.555,0.414,0.272,0.532,0.36,0.199,0.501,31,22
30,5697,2,1182.347,991.044,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.29,0.09,0.361,0.312,0.148,0.419,25,14
31,5687,4,1712.962,1481.788,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.304,0.238,0.608,0.321,0.411,0.699,25,14
32,5690,8,2751.316,2484.901,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.343,0.464,0.785,0.53,0.807,0.909,26,13
33,5682,16,4676.092,4271.013,0.814,0.773,0.919,0.775,0.882,0.945,0.81,0.945,0.957,0.77,0.926,0.948,0.808,0.945,0.956,17,16
34,5691,32,8547.741,7920.363,0.63,0.723,0.814,0.626,0.723,0.811,0.636,0.747,0.819,0.628,0.741,0.82,0.613,0.662,0.807,30,25
35,5691,64,16396.532,15316.061,0.406,0.355,0.564,0.371,0.329,0.559,0.446,0.38,0.573,0.426,0.294,0.556,0.429,0.26,0.541,34,27
36,6653,2,1385.826,1165.07,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.279,0.082,0.352,0.319,0.148,0.418,27,14
37,6643,4,2006.182,1735.342,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.315,0.235,0.607,0.337,0.4,0.697,25,14
38,6648,8,3216.309,2869.302,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.345,0.483,0.792,0.535,0.815,0.911,25,13
39,6645,16,5471.716,4978.058,0.758,0.838,0.906,0.776,0.873,0.907,0.776,0.872,0.907,0.702,0.837,0.894,0.774,0.876,0.91,18,16
40,6640,32,9958.892,9250.74,0.668,0.739,0.838,0.669,0.777,0.843,0.678,0.775,0.842,0.67,0.771,0.842,0.677,0.747,0.845,31,28
41,6643,64,19055.97,17816.233,0.39,0.347,0.569,0.374,0.347,0.57,0.439,0.382,0.579,0.41,0.298,0.565,0.404,0.232,0.539,34,26
42,7600,2,1576.147,1345.406,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.275,0.086,0.358,0.303,0.135,0.405,25,16
43,7602,4,2287.684,1988.76,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.305,0.228,0.602,0.328,0.352,0.672,26,16
44,7598,8,3671.897,3260.775,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.312,0.495,0.792,0.472,0.752,0.891,26,14
45,7601,16,6267.119,5723.366,0.854,0.868,0.955,0.816,0.965,0.973,0.816,0.965,0.973,0.747,0.926,0.955,0.816,0.963,0.972,18,16
46,7602,32,11387.231,10587.761,0.661,0.706,0.792,0.652,0.718,0.789,0.665,0.719,0.788,0.659,0.704,0.792,0.653,0.65,0.794,29,25
47,7596,64,21794.23,20349.62,0.405,0.347,0.55,0.384,0.322,0.544,0.447,0.374,0.555,0.405,0.294,0.547,0.404,0.239,0.526,35,26
48,8560,2,1788.87,1498.005,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.281,0.076,0.347,0.285,0.128,0.398,28,17
49,8550,4,2572.145,2218.629,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.3,0.219,0.597,0.332,0.374,0.683,27,15
50,8536,8,4099.258,3680.353,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.347,0.436,0.774,0.33,0.649,0.86,28,16
51,8541,16,7037.39,6410.863,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.741,0.917,0.956,0.87,0.984,0.985,20,16
52,8548,32,12825.351,11938.37,0.65,0.746,0.835,0.653,0.762,0.831,0.678,0.787,0.843,0.65,0.761,0.839,0.648,0.726,0.839,30,28
53,8540,64,24516.649,22963.06,0.406,0.365,0.563,0.392,0.357,0.565,0.449,0.383,0.573,0.433,0.311,0.57,0.429,0.256,0.558,34,27
54,9488,2,1994.7,1666.95,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.284,0.076,0.347,0.294,0.133,0.404,28,16
55,9500,4,2862.828,2497.313,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.301,0.22,0.597,0.305,0.339,0.66,27,18
56,9497,8,4610.533,4095.435,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.334,0.437,0.774,0.337,0.608,0.842,28,18
57,9498,16,7858.243,7187.193,0.848,0.923,0.959,0.849,0.964,0.97,0.849,0.963,0.97,0.573,0.816,0.913,0.849,0.964,0.97,24,16
58,9499,32,14365.453,13277.8,0.672,0.744,0.823,0.658,0.75,0.822,0.685,0.777,0.829,0.673,0.766,0.83,0.663,0.749,0.829,30,28
59,9505,64,27467.354,25609.065,0.44,0.415,0.614,0.413,0.399,0.61,0.486,0.452,0.621,0.462,0.378,0.618,0.436,0.294,0.608,40,31
0,957,2,254.861,198.491,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.335,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,341.173,280.599,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.375,0.426,0.709,0.462,0.748,0.854,13,7
2,953,8,517.29,447.416,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,850.135,772.649,0.843,0.976,0.98,0.788,0.9,0.953,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1505.911,1399.931,0.554,0.617,0.743,0.538,0.61,0.746,0.549,0.616,0.746,0.525,0.515,0.733,0.482,0.409,0.704,20,17
5,951,64,2847.674,2658.699,0.33,0.149,0.511,0.299,0.171,0.515,0.371,0.157,0.522,0.343,0.108,0.394,0.352,0.059,0.289,16,8
6,1892,2,436.744,354.289,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.309,0.14,0.408,0.318,0.241,0.487,16,9
7,1896,4,604.3,515.546,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.31,0.345,0.666,0.333,0.578,0.782,17,9
8,1895,8,952.063,844.72,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.421,0.708,0.877,0.898,1.0,1.0,15,8
9,1898,16,1621.681,1470.068,0.829,0.88,0.954,0.809,0.907,0.96,0.838,0.964,0.971,0.837,0.961,0.97,0.851,0.926,0.967,16,15
10,1900,32,2919.172,2710.409,0.588,0.65,0.758,0.564,0.622,0.747,0.595,0.657,0.754,0.587,0.567,0.749,0.584,0.547,0.746,22,21
11,1902,64,5548.014,5218.732,0.341,0.235,0.517,0.327,0.251,0.52,0.4,0.265,0.527,0.388,0.191,0.467,0.354,0.137,0.43,22,16
12,2836,2,617.451,509.405,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.295,0.112,0.384,0.302,0.203,0.458,19,11
13,2841,4,840.884,667.884,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.326,0.323,0.655,0.343,0.457,0.724,18,12
14,2843,8,1239.339,1089.067,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.366,0.561,0.824,0.876,1.0,1.0,20,8
15,2841,16,2108.254,1938.282,0.85,0.924,0.961,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,3814.473,3570.845,0.597,0.648,0.758,0.583,0.646,0.756,0.599,0.66,0.761,0.586,0.617,0.759,0.578,0.55,0.745,26,22
17,2845,64,7334.682,6880.319,0.376,0.299,0.511,0.359,0.279,0.509,0.42,0.317,0.521,0.385,0.195,0.477,0.347,0.157,0.453,25,19
18,3792,2,716.597,588.179,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.295,0.099,0.371,0.311,0.197,0.454,22,11
19,3798,4,1014.569,876.844,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.306,0.284,0.633,0.331,0.451,0.723,21,12
20,3788,8,1623.708,1447.525,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.368,0.503,0.802,0.82,0.974,0.984,23,9
21,3783,16,2764.454,2552.761,0.85,0.91,0.958,0.828,0.962,0.968,0.828,0.964,0.97,0.828,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,5056.805,4738.349,0.647,0.739,0.837,0.64,0.742,0.834,0.664,0.771,0.842,0.652,0.775,0.847,0.635,0.683,0.832,31,25
23,3792,64,9717.582,9143.67,0.288,0.186,0.49,0.364,0.303,0.534,0.427,0.337,0.542,0.405,0.248,0.517,0.388,0.194,0.494,29,21
24,4739,2,881.587,739.115,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.296,0.099,0.371,0.311,0.176,0.441,22,12
25,4742,4,1283.578,1091.596,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.311,0.245,0.612,0.331,0.426,0.709,24,13
26,4744,8,2035.73,1843.776,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.357,0.484,0.792,0.532,0.809,0.91,25,13
27,4744,16,3497.503,3184.592,0.84,0.915,0.965,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,0.851,0.975,0.979,16,16
28,4746,32,6350.342,5908.72,0.67,0.766,0.837,0.647,0.753,0.83,0.663,0.769,0.836,0.681,0.751,0.84,0.651,0.689,0.831,28,25
29,4740,64,12139.151,11435.316,0.393,0.338,0.548,0.338,0.298,0.539,0.437,0.36,0.55,0.416,0.276,0.531,0.36,0.199,0.501,31,22
30,5697,2,1049.752,875.737,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.296,0.088,0.361,0.312,0.148,0.419,24,14
31,5687,4,1516.371,1318.557,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.306,0.233,0.603,0.321,0.411,0.699,26,14
32,5690,8,2456.059,2187.937,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.335,0.481,0.791,0.53,0.807,0.909,25,13
33,5682,16,4149.572,3803.063,0.818,0.781,0.925,0.81,0.945,0.957,0.81,0.945,0.957,0.769,0.927,0.948,0.808,0.945,0.956,17,16
34,5691,32,7608.354,7060.906,0.636,0.74,0.818,0.613,0.718,0.81,0.64,0.751,0.82,0.628,0.74,0.82,0.613,0.662,0.807,30,25
35,5691,64,16240.518,15338.098,0.415,0.364,0.567,0.382,0.338,0.559,0.451,0.38,0.571,0.419,0.29,0.554,0.429,0.26,0.541,32,27
36,6653,2,1405.812,1389.465,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.283,0.086,0.358,0.319,0.148,0.418,25,14
37,6643,4,2365.33,2051.962,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.306,0.244,0.61,0.337,0.4,0.697,25,14
38,6648,8,3758.917,3361.462,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.334,0.473,0.79,0.535,0.815,0.911,25,13
39,6645,16,6388.315,5856.379,0.819,0.841,0.91,0.782,0.852,0.896,0.776,0.871,0.907,0.731,0.854,0.895,0.774,0.876,0.91,18,16
40,6640,32,11743.452,10948.088,0.669,0.719,0.835,0.668,0.76,0.839,0.679,0.777,0.843,0.678,0.767,0.844,0.677,0.747,0.845,30,28
41,6643,64,22482.969,21182.752,0.409,0.365,0.574,0.363,0.349,0.568,0.44,0.378,0.579,0.414,0.304,0.564,0.404,0.232,0.539,34,26
42,7600,2,1937.837,1622.39,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.287,0.076,0.347,0.303,0.135,0.405,28,16
43,7602,4,2785.979,2400.393,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.294,0.221,0.595,0.328,0.352,0.672,28,16
44,7598,8,4353.556,3899.46,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.333,0.483,0.79,0.472,0.752,0.891,26,14
45,7601,16,7429.786,6818.67,0.847,0.923,0.969,0.816,0.965,0.973,0.816,0.965,0.973,0.744,0.92,0.953,0.816,0.963,0.972,18,16
46,7602,32,13453.8,12502.254,0.67,0.716,0.792,0.657,0.711,0.788,0.661,0.714,0.787,0.651,0.691,0.79,0.653,0.65,0.794,28,25
47,7596,64,25797.188,24241.19,0.383,0.33,0.549,0.352,0.314,0.543,0.451,0.373,0.553,0.409,0.287,0.545,0.404,0.239,0.526,34,26
48,8560,2,2159.514,1813.126,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.277,0.073,0.344,0.285,0.128,0.398,29,17
49,8550,4,3081.187,2688.964,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.302,0.223,0.598,0.332,0.374,0.683,27,15
50,8536,8,4889.89,4382.343,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.337,0.44,0.775,0.33,0.649,0.86,28,16
51,8541,16,8313.806,7649.326,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.77,0.933,0.962,0.87,0.984,0.985,19,16
52,8548,32,15103.634,14106.455,0.669,0.777,0.84,0.66,0.773,0.838,0.678,0.788,0.843,0.661,0.774,0.838,0.648,0.726,0.839,31,28
53,8540,64,28915.108,27302.58,0.415,0.362,0.565,0.381,0.336,0.561,0.457,0.381,0.57,0.425,0.316,0.571,0.429,0.256,0.558,35,27
54,9488,2,2391.96,2023.49,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.276,0.077,0.348,0.294,0.133,0.404,28,16
55,9500,4,3432.098,2968.461,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.297,0.218,0.596,0.305,0.339,0.66,27,18
56,9497,8,5428.585,4867.028,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.329,0.425,0.769,0.337,0.608,0.842,29,18
57,9498,16,9240.793,8490.615,0.849,0.923,0.959,0.849,0.964,0.97,0.849,0.963,0.97,0.578,0.819,0.913,0.849,0.964,0.97,24,16
58,9499,32,16807.765,15689.437,0.67,0.74,0.821,0.671,0.755,0.821,0.686,0.776,0.828,0.669,0.762,0.83,0.663,0.749,0.829,29,28
59,9505,64,32258.393,30337.635,0.438,0.41,0.615,0.417,0.386,0.613,0.487,0.452,0.62,0.461,0.371,0.615,0.436,0.294,0.608,39,31
0,957,2,220.459,172.737,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.324,0.171,0.439,0.366,0.313,0.535,12,7
1,953,4,291.111,244.166,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.359,0.448,0.721,0.462,0.748,0.854,12,7
2,953,8,454.16,396.927,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,755.292,683.518,0.815,0.782,0.936,0.786,0.904,0.956,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1346.039,1253.899,0.553,0.625,0.749,0.541,0.61,0.74,0.552,0.617,0.748,0.529,0.515,0.731,0.482,0.409,0.704,20,17
5,951,64,2540.527,2357.26,0.32,0.153,0.51,0.294,0.158,0.512,0.367,0.158,0.524,0.352,0.102,0.385,0.352,0.059,0.289,15,8
6,1892,2,383.943,306.365,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.325,0.149,0.415,0.318,0.241,0.487,15,9
7,1896,4,533.279,454.788,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.296,0.364,0.676,0.333,0.578,0.782,16,9
8,1895,8,836.739,753.538,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.419,0.707,0.877,0.898,1.0,1.0,15,8
9,1898,16,1423.052,1314.291,0.867,0.841,0.95,0.838,0.964,0.971,0.838,0.965,0.972,0.836,0.961,0.972,0.851,0.926,0.967,16,15
10,1900,32,2599.051,2436.747,0.552,0.56,0.725,0.581,0.648,0.753,0.587,0.66,0.757,0.58,0.565,0.75,0.584,0.547,0.746,22,21
11,1902,64,4956.992,4667.246,0.363,0.258,0.522,0.318,0.249,0.518,0.387,0.266,0.534,0.376,0.175,0.458,0.354,0.137,0.43,21,16
12,2836,2,541.517,444.429,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.305,0.117,0.39,0.302,0.203,0.458,18,11
13,2841,4,776.928,671.625,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.328,0.343,0.67,0.343,0.457,0.724,16,12
14,2843,8,1240.411,1105.584,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.362,0.585,0.833,0.876,1.0,1.0,19,8
15,2841,16,2113.043,1942.841,0.85,0.924,0.962,0.849,0.971,0.974,0.849,0.971,0.974,0.849,0.971,0.975,0.848,0.971,0.974,16,16
16,2839,32,4095.782,4897.6,0.579,0.631,0.754,0.578,0.636,0.751,0.596,0.648,0.752,0.589,0.615,0.757,0.578,0.55,0.745,26,22
17,2845,64,10251.108,9618.398,0.362,0.282,0.51,0.349,0.283,0.511,0.418,0.319,0.522,0.389,0.206,0.48,0.347,0.157,0.453,25,19
18,3792,2,1060.263,882.019,0.866,1.0,1.0,0.866,1.0,1.0,0.866,1.0,1.0,0.275,0.106,0.379,0.311,0.197,0.454,20,11
19,3798,4,1523.652,1307.522,0.886,1.0,1.0,0.886,1.0,1.0,0.886,1.0,1.0,0.313,0.287,0.638,0.331,0.451,0.723,20,12
20,3788,8,2382.35,2137.088,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.358,0.513,0.804,0.82,0.974,0.984,23,9
21,3783,16,3950.243,3646.814,0.85,0.911,0.959,0.828,0.964,0.97,0.828,0.964,0.97,0.828,0.964,0.969,0.828,0.966,0.971,16,16
22,3791,32,5182.154,4750.029,0.664,0.77,0.843,0.635,0.749,0.838,0.662,0.778,0.846,0.652,0.771,0.845,0.635,0.683,0.832,31,25
23,3792,64,9728.562,9204.594,0.377,0.312,0.531,0.375,0.299,0.531,0.425,0.337,0.543,0.391,0.245,0.518,0.388,0.194,0.494,29,21
24,4739,2,866.736,733.781,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.282,0.102,0.375,0.311,0.176,0.441,21,12
25,4742,4,1273.568,1098.613,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.291,0.267,0.622,0.331,0.426,0.709,23,13
26,4744,8,2036.685,1850.863,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.356,0.501,0.798,0.532,0.809,0.91,24,13
27,4744,16,3737.438,3194.66,0.842,0.916,0.967,0.851,0.976,0.98,0.851,0.976,0.98,0.851,0.975,0.979,0.851,0.975,0.979,16,16
28,4746,32,6328.521,5936.841,0.674,0.744,0.834,0.672,0.78,0.842,0.666,0.776,0.84,0.679,0.75,0.839,0.651,0.689,0.831,28,25
29,4740,64,12106.79,11471.415,0.411,0.361,0.549,0.384,0.337,0.544,0.434,0.372,0.555,0.403,0.279,0.534,0.36,0.199,0.501,32,22
30,5697,2,1040.88,876.869,0.87,1.0,1.0,0.87,1.0,1.0,0.87,1.0,1.0,0.288,0.097,0.37,0.312,0.148,0.419,22,14
31,5687,4,1516.461,1329.887,0.887,1.0,1.0,0.887,1.0,1.0,0.887,1.0,1.0,0.314,0.233,0.603,0.321,0.411,0.699,26,14
32,5690,8,2465.972,2203.45,0.889,1.0,1.0,0.889,1.0,1.0,0.889,1.0,1.0,0.339,0.478,0.791,0.53,0.807,0.909,25,13
33,5682,16,4178.434,3825.891,0.805,0.936,0.953,0.81,0.946,0.957,0.81,0.945,0.957,0.77,0.926,0.948,0.808,0.945,0.956,17,16
34,5691,32,7627.763,7128.062,0.634,0.743,0.819,0.634,0.738,0.815,0.636,0.747,0.82,0.625,0.742,0.821,0.613,0.662,0.807,30,25
35,5691,64,14597.622,13749.743,0.403,0.359,0.566,0.365,0.332,0.558,0.455,0.385,0.574,0.415,0.277,0.555,0.429,0.26,0.541,31,27
36,6653,2,1228.726,1026.974,0.88,1.0,1.0,0.88,1.0,1.0,0.88,1.0,1.0,0.285,0.08,0.353,0.319,0.148,0.418,26,14
37,6643,4,1775.241,1539.881,0.864,1.0,1.0,0.864,1.0,1.0,0.864,1.0,1.0,0.32,0.236,0.604,0.337,0.4,0.697,26,14
38,6648,8,2849.326,2581.275,0.892,1.0,1.0,0.892,1.0,1.0,0.892,1.0,1.0,0.339,0.467,0.786,0.535,0.815,0.911,26,13
39,6645,16,4873.728,4486.845,0.785,0.807,0.898,0.782,0.851,0.896,0.776,0.873,0.908,0.766,0.869,0.902,0.774,0.876,0.91,17,16
40,6640,32,8866.752,8310.089,0.674,0.764,0.841,0.659,0.764,0.839,0.677,0.776,0.842,0.673,0.761,0.841,0.677,0.747,0.845,30,28
41,6643,64,17000.857,16150.343,0.409,0.365,0.572,0.375,0.335,0.566,0.447,0.383,0.578,0.416,0.309,0.565,0.404,0.232,0.539,35,26
42,7600,2,1396.612,1165.924,0.885,1.0,1.0,0.885,1.0,1.0,0.885,1.0,1.0,0.276,0.087,0.359,0.303,0.135,0.405,25,16
43,7602,4,2018.62,1764.373,0.877,1.0,1.0,0.877,1.0,1.0,0.877,1.0,1.0,0.299,0.227,0.6,0.328,0.352,0.672,27,16
44,7598,8,3221.597,2921.28,0.873,1.0,1.0,0.873,1.0,1.0,0.873,1.0,1.0,0.328,0.459,0.782,0.472,0.752,0.891,27,14
45,7601,16,5570.989,5153.52,0.854,0.868,0.955,0.816,0.965,0.973,0.816,0.965,0.973,0.792,0.95,0.965,0.816,0.963,0.972,17,16
46,7602,32,10191.229,9510.999,0.658,0.713,0.791,0.643,0.706,0.788,0.665,0.718,0.788,0.658,0.704,0.792,0.653,0.65,0.794,29,25
47,7596,64,19512.204,18389.844,0.413,0.354,0.548,0.377,0.334,0.543,0.447,0.376,0.557,0.409,0.297,0.545,0.404,0.239,0.526,35,26
48,8560,2,1566.154,1337.037,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.282,0.074,0.345,0.285,0.128,0.398,29,17
49,8550,4,2261.086,2003.896,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.314,0.219,0.596,0.332,0.374,0.683,27,15
50,8536,8,3660.923,3284.014,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.339,0.446,0.777,0.33,0.649,0.86,28,16
51,8541,16,6240.772,5759.152,0.87,0.984,0.985,0.87,0.985,0.985,0.87,0.985,0.985,0.705,0.899,0.949,0.87,0.984,0.985,21,16
52,8548,32,11418.402,10708.426,0.674,0.782,0.842,0.664,0.769,0.837,0.677,0.785,0.841,0.661,0.771,0.839,0.648,0.726,0.839,31,28
53,8540,64,21864.655,20643.475,0.411,0.358,0.565,0.38,0.346,0.563,0.452,0.376,0.568,0.438,0.316,0.57,0.429,0.256,0.558,34,27
54,9488,2,1736.994,1462.216,0.867,1.0,1.0,0.867,1.0,1.0,0.867,1.0,1.0,0.297,0.074,0.346,0.294,0.133,0.404,28,16
55,9500,4,2540.536,2207.684,0.879,1.0,1.0,0.879,1.0,1.0,0.879,1.0,1.0,0.289,0.196,0.582,0.305,0.339,0.66,30,18
56,9497,8,4060.469,3673.366,0.875,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,0.335,0.421,0.768,0.337,0.608,0.842,29,18
57,9498,16,6939.095,6403.722,0.848,0.961,0.969,0.849,0.963,0.97,0.849,0.963,0.97,0.567,0.817,0.914,0.849,0.964,0.97,24,16
58,9499,32,12710.305,11921.795,0.679,0.75,0.828,0.672,0.758,0.824,0.685,0.776,0.828,0.675,0.768,0.829,0.663,0.749,0.829,30,28
59,9505,64,24448.469,29115.275,0.457,0.421,0.612,0.374,0.373,0.603,0.486,0.452,0.62,0.449,0.365,0.617,0.436,0.294,0.608,39,31
0,957,2,229.033,178.53,0.855,1.0,1.0,0.855,1.0,1.0,0.855,1.0,1.0,0.334,0.17,0.438,0.366,0.313,0.535,12,7
1,953,4,308.2,255.556,0.905,1.0,1.0,0.905,1.0,1.0,0.905,1.0,1.0,0.356,0.451,0.722,0.462,0.748,0.854,12,7
2,953,8,474.189,411.093,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,0.888,1.0,1.0,8,8
3,959,16,781.764,714.262,0.815,0.779,0.933,0.843,0.972,0.977,0.843,0.972,0.977,0.843,0.976,0.981,0.843,0.976,0.981,16,16
4,953,32,1407.049,1305.059,0.551,0.616,0.743,0.553,0.625,0.745,0.547,0.615,0.743,0.497,0.464,0.723,0.482,0.409,0.704,19,17
5,951,64,2644.493,2455.52,0.333,0.146,0.514,0.298,0.153,0.511,0.377,0.164,0.523,0.346,0.108,0.394,0.352,0.059,0.289,16,8
6,1892,2,400.358,321.054,0.874,1.0,1.0,0.874,1.0,1.0,0.874,1.0,1.0,0.328,0.137,0.406,0.318,0.241,0.487,16,9
7,1896,4,553.999,473.038,0.882,1.0,1.0,0.882,1.0,1.0,0.882,1.0,1.0,0.346,0.349,0.667,0.333,0.578,0.782,17,9
8,1895,8,872.435,779.683,0.898,1.0,1.0,0.898,1.0,1.0,0.898,1.0,1.0,0.414,0.692,0.868,0.898,1.0,1.0,16,8
9,1898,16,1497.459,1365.096,0.85,0.928,0.969,0.838,0.964,0.971,0.838,0.964,0.971,0.837,0.961,0.97,0.851,0.926,0.967,16,15
10,1900,32,2727.732,2522.223,0.579,0.641,0.752,0.56,0.621,0.748,0.588,0.652,0.753,0.58,0.567,0.751,0.584,0.547,0.746,22,21
11,1902,64,5806.488,6608.861,0.334,0.247,0.517,0.334,0.246,0.52,0.391,0.267,0.532,0.382,0.174,0.462,0.354,0.137,0.43,21,16
12,2836,2,831.555,675.79,0.881,1.0,1.0,0.881,1.0,1.0,0.881,1.0,1.0,0.302,0.113,0.385,0.302,0.203,0.458,19,11
13,2841,4,1181.286,1001.23,0.896,1.0,1.0,0.896,1.0,1.0,0.896,1.0,1.0,0.327,0.34,0.664,0.343,0.457,0.724,17,12
14,2843,8,1850.386,1639.681,0.876,1.0,1.0,0.876,1.0,1.0,0.876,1.0,1.0,0.37,0.559,0.824,0.876,1.0,1.0,20,8
15,2841,16,3099.423,2835.632,0.85,0.926,0.964,0.849,0.971,0.974,0.849,0.971,0.974,0.848,0.972,0.975,0.848,0.971,0.974,16,16
16,2839,32,5598.853,5149.785,0.514,0.535,0.721,0.593,0.648,0.753,0.592,0.652,0.756,0.578,0.596,0.755,0.578,0.55,0.745,25,22
17,2845,64,10579.854,9768.672,0.374,0.292,0.516,0.357,0.292,0.51,0.417,0.312,0.524,0.391,0.199,0.477,0.347,0.157,0.453,24,19
